"Date Time","Date Time(RAW)","Traffic Total (Volume)","Traffic Total (Volume)(RAW)","Traffic Total (Speed)","Traffic Total (Speed)(RAW)","Traffic In (Volume)","Traffic In (Volume)(RAW)","Traffic In (Speed)","Traffic In (Speed)(RAW)","Traffic Out (Volume)","Traffic Out (Volume)(RAW)","Traffic Out (Speed)","Traffic Out (Speed)(RAW)","Unicast In (Volume)","Unicast In (Volume)(RAW)","Unicast In (Speed)","Unicast In (Speed)(RAW)","Unicast Out (Volume)","Unicast Out (Volume)(RAW)","Unicast Out (Speed)","Unicast Out (Speed)(RAW)","Multicast In (Volume)","Multicast In (Volume)(RAW)","Multicast In (Speed)","Multicast In (Speed)(RAW)","Multicast Out (Volume)","Multicast Out (Volume)(RAW)","Multicast Out (Speed)","Multicast Out (Speed)(RAW)","Broadcast In (Volume)","Broadcast In (Volume)(RAW)","Broadcast In (Speed)","Broadcast In (Speed)(RAW)","Broadcast Out (Volume)","Broadcast Out (Volume)(RAW)","Broadcast Out (Speed)","Broadcast Out (Speed)(RAW)","Errors In (Volume)","Errors In (Volume)(RAW)","Errors In (Speed)","Errors In (Speed)(RAW)","Errors Out (Volume)","Errors Out (Volume)(RAW)","Errors Out (Speed)","Errors Out (Speed)(RAW)","Discards In (Volume)","Discards In (Volume)(RAW)","Discards In (Speed)","Discards In (Speed)(RAW)","Discards Out (Volume)","Discards Out (Volume)(RAW)","Discards Out (Speed)","Discards Out (Speed)(RAW)","Unknown Protocols In (Volume)","Unknown Protocols In (Volume)(RAW)","Unknown Protocols In (Speed)","Unknown Protocols In (Speed)(RAW)","Coverage","Coverage(RAW)" 
"29-06-2024 03:40:27","45471.9239239005","0.07 MB","72537.0000","0.02 Mbit/s","2417.9000","0.04 MB","40067.0000","0.01 Mbit/s","1335.5667","0.03 MB","32470.0000","","1082.3333","313 #","313.0000","10 #/s","10.4333","247 #","247.0000","8.23 #/s","8.2333","19 #","19.0000","0.63 #/s","0.6333","6 #","6.0000","0.20 #/s","0.2000","6 #","6.0000","0.20 #/s","0.2000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:40:57","45471.9242710648","0.07 MB","77973.0000","0.02 Mbit/s","2599.9667","0.04 MB","42778.0000","0.01 Mbit/s","1426.4088","0.03 MB","35195.0000","","1173.5579","348 #","348.0000","12 #/s","11.6039","278 #","278.0000","9.27 #/s","9.2698","18 #","18.0000","0.60 #/s","0.6002","6 #","6.0000","0.20 #/s","0.2001","6 #","6.0000","0.20 #/s","0.2001","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:41:27","45471.9246182755","0.08 MB","84456.0000","0.02 Mbit/s","2816.1387","0.05 MB","51266.0000","0.01 Mbit/s","1709.4365","0.03 MB","33190.0000","","1106.7022","412 #","412.0000","14 #/s","13.7379","254 #","254.0000","8.47 #/s","8.4695","20 #","20.0000","0.67 #/s","0.6669","6 #","6.0000","0.20 #/s","0.2001","6 #","6.0000","0.20 #/s","0.2001","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:41:57","45471.9249655324","0.05 MB","57642.0000","0.02 Mbit/s","1921.4000","0.03 MB","26817.0000","","893.9000","0.03 MB","30825.0000","","1027.5000","210 #","210.0000","7 #/s","7.0000","242 #","242.0000","8.07 #/s","8.0667","18 #","18.0000","0.60 #/s","0.6000","5 #","5.0000","0.17 #/s","0.1667","5 #","5.0000","0.17 #/s","0.1667","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:42:27","45471.9253127315","0.06 MB","64329.0000","0.02 Mbit/s","2145.0150","0.03 MB","31157.0000","","1038.9130","0.03 MB","33172.0000","","1106.1020","233 #","233.0000","7.77 #/s","7.7693","253 #","253.0000","8.44 #/s","8.4361","20 #","20.0000","0.67 #/s","0.6669","7 #","7.0000","0.23 #/s","0.2334","6 #","6.0000","0.20 #/s","0.2001","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:42:57","45471.9256599769","0.08 MB","87491.0000","0.02 Mbit/s","2916.3667","0.05 MB","53469.0000","0.01 Mbit/s","1782.3000","0.03 MB","34022.0000","","1134.0667","442 #","442.0000","15 #/s","14.7333","269 #","269.0000","8.97 #/s","8.9667","19 #","19.0000","0.63 #/s","0.6333","5 #","5.0000","0.17 #/s","0.1667","6 #","6.0000","0.20 #/s","0.2000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:43:27","45471.9260072106","0.08 MB","84111.0000","0.02 Mbit/s","2803.7000","0.05 MB","52428.0000","0.01 Mbit/s","1747.6000","0.03 MB","31683.0000","","1056.1000","423 #","423.0000","14 #/s","14.1000","240 #","240.0000","8 #/s","8.0000","19 #","19.0000","0.63 #/s","0.6333","6 #","6.0000","0.20 #/s","0.2000","6 #","6.0000","0.20 #/s","0.2000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:43:57","45471.9263542477","0.06 MB","59543.0000","0.02 Mbit/s","1986.0907","0.03 MB","28060.0000","","935.9573","0.03 MB","31483.0000","","1050.1334","210 #","210.0000","7 #/s","7.0047","241 #","241.0000","8.04 #/s","8.0387","19 #","19.0000","0.63 #/s","0.6338","5 #","5.0000","0.17 #/s","0.1668","6 #","6.0000","0.20 #/s","0.2001","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:44:27","45471.9267016435","0.08 MB","81378.0000","0.02 Mbit/s","2711.6961","0.04 MB","36976.0000","","1232.1226","0.04 MB","44402.0000","0.01 Mbit/s","1479.5735","285 #","285.0000","9.50 #/s","9.4968","346 #","346.0000","12 #/s","11.5295","26 #","26.0000","0.87 #/s","0.8664","9 #","9.0000","0.30 #/s","0.2999","7 #","7.0000","0.23 #/s","0.2333","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:44:57","45471.9270486921","0.08 MB","87143.0000","0.02 Mbit/s","2906.7045","0.05 MB","54894.0000","0.01 Mbit/s","1831.0207","0.03 MB","32249.0000","","1075.6838","455 #","455.0000","15 #/s","15.1768","254 #","254.0000","8.47 #/s","8.4723","18 #","18.0000","0.60 #/s","0.6004","5 #","5.0000","0.17 #/s","0.1668","6 #","6.0000","0.20 #/s","0.2001","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:45:27","45471.9273959144","0.08 MB","84890.0000","0.02 Mbit/s","2829.6667","0.05 MB","51622.0000","0.01 Mbit/s","1720.7333","0.03 MB","33268.0000","","1108.9333","416 #","416.0000","14 #/s","13.8667","253 #","253.0000","8.43 #/s","8.4333","19 #","19.0000","0.63 #/s","0.6333","6 #","6.0000","0.20 #/s","0.2000","6 #","6.0000","0.20 #/s","0.2000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:45:57","45471.9277433333","0.06 MB","60276.0000","0.02 Mbit/s","2008.5305","0.03 MB","28423.0000","","947.1176","0.03 MB","31853.0000","","1061.4129","221 #","221.0000","7.36 #/s","7.3642","251 #","251.0000","8.36 #/s","8.3639","19 #","19.0000","0.63 #/s","0.6331","5 #","5.0000","0.17 #/s","0.1666","6 #","6.0000","0.20 #/s","0.1999","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:46:27","45471.9280905556","0.06 MB","62532.0000","0.02 Mbit/s","2084.4000","0.03 MB","29714.0000","","990.4667","0.03 MB","32818.0000","","1093.9333","219 #","219.0000","7.30 #/s","7.3000","249 #","249.0000","8.30 #/s","8.3000","20 #","20.0000","0.67 #/s","0.6667","7 #","7.0000","0.23 #/s","0.2333","6 #","6.0000","0.20 #/s","0.2000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:46:57","45471.9284377894","0.08 MB","87967.0000","0.02 Mbit/s","2932.2333","0.05 MB","54460.0000","0.01 Mbit/s","1815.3333","0.03 MB","33507.0000","","1116.9000","451 #","451.0000","15 #/s","15.0333","265 #","265.0000","8.83 #/s","8.8333","18 #","18.0000","0.60 #/s","0.6000","5 #","5.0000","0.17 #/s","0.1667","5 #","5.0000","0.17 #/s","0.1667","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:47:27","45471.9287850116","0.07 MB","76420.0000","0.02 Mbit/s","2547.3333","0.04 MB","44332.0000","0.01 Mbit/s","1477.7333","0.03 MB","32088.0000","","1069.6000","350 #","350.0000","12 #/s","11.6667","243 #","243.0000","8.10 #/s","8.1000","19 #","19.0000","0.63 #/s","0.6333","7 #","7.0000","0.23 #/s","0.2333","6 #","6.0000","0.20 #/s","0.2000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:47:57","45471.9291323032","0.07 MB","69360.0000","0.02 Mbit/s","2312.0000","0.04 MB","36956.0000","","1231.8667","0.03 MB","32404.0000","","1080.1333","298 #","298.0000","9.93 #/s","9.9333","256 #","256.0000","8.53 #/s","8.5333","18 #","18.0000","0.60 #/s","0.6000","5 #","5.0000","0.17 #/s","0.1667","6 #","6.0000","0.20 #/s","0.2000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:48:27","45471.9294792708","0.06 MB","59486.0000","0.02 Mbit/s","1984.8515","0.03 MB","27635.0000","","922.0888","0.03 MB","31851.0000","","1062.7628","206 #","206.0000","6.87 #/s","6.8735","238 #","238.0000","7.94 #/s","7.9413","20 #","20.0000","0.67 #/s","0.6673","6 #","6.0000","0.20 #/s","0.2002","6 #","6.0000","0.20 #/s","0.2002","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:48:57","45471.9298266782","0.09 MB","89774.0000","0.02 Mbit/s","2991.4695","0.05 MB","55085.0000","0.01 Mbit/s","1835.5548","0.03 MB","34689.0000","","1155.9147","455 #","455.0000","15 #/s","15.1616","274 #","274.0000","9.13 #/s","9.1303","20 #","20.0000","0.67 #/s","0.6664","6 #","6.0000","0.20 #/s","0.1999","6 #","6.0000","0.20 #/s","0.1999","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:49:27","45471.9301739583","0.05 MB","57633.0000","0.02 Mbit/s","1921.1000","0.02 MB","26089.0000","","869.6333","0.03 MB","31544.0000","","1051.4667","193 #","193.0000","6.43 #/s","6.4333","238 #","238.0000","7.93 #/s","7.9333","19 #","19.0000","0.63 #/s","0.6333","6 #","6.0000","0.20 #/s","0.2000","5 #","5.0000","0.17 #/s","0.1667","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:49:57","45471.9305209491","0.10 MB","105040.0000","0.03 Mbit/s","3503.6691","0.06 MB","62373.0000","0.02 Mbit/s","2080.4870","0.04 MB","42667.0000","0.01 Mbit/s","1423.1821","508 #","508.0000","17 #/s","16.9446","337 #","337.0000","11 #/s","11.2408","25 #","25.0000","0.83 #/s","0.8339","6 #","6.0000","0.20 #/s","0.2001","8 #","8.0000","0.27 #/s","0.2668","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:50:27","45471.9308681829","0.06 MB","61719.0000","0.02 Mbit/s","2057.3000","0.03 MB","28317.0000","","943.9000","0.03 MB","33402.0000","","1113.4000","211 #","211.0000","7.03 #/s","7.0333","252 #","252.0000","8.40 #/s","8.4000","20 #","20.0000","0.67 #/s","0.6667","7 #","7.0000","0.23 #/s","0.2333","6 #","6.0000","0.20 #/s","0.2000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:50:57","45471.9312154051","0.09 MB","89849.0000","0.02 Mbit/s","2994.9667","0.05 MB","56925.0000","0.02 Mbit/s","1897.5000","0.03 MB","32924.0000","","1097.4667","471 #","471.0000","16 #/s","15.7000","261 #","261.0000","8.70 #/s","8.7000","19 #","19.0000","0.63 #/s","0.6333","5 #","5.0000","0.17 #/s","0.1667","6 #","6.0000","0.20 #/s","0.2000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:51:27","45471.9315626389","0.05 MB","57335.0000","0.02 Mbit/s","1911.1667","0.02 MB","25665.0000","","855.5000","0.03 MB","31670.0000","","1055.6667","189 #","189.0000","6.30 #/s","6.3000","240 #","240.0000","8 #/s","8.0000","19 #","19.0000","0.63 #/s","0.6333","6 #","6.0000","0.20 #/s","0.2000","6 #","6.0000","0.20 #/s","0.2000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:51:57","45471.9319100463","0.08 MB","87787.0000","0.02 Mbit/s","2925.2582","0.05 MB","53911.0000","0.01 Mbit/s","1796.4345","0.03 MB","33876.0000","","1128.8237","444 #","444.0000","15 #/s","14.7951","268 #","268.0000","8.93 #/s","8.9304","19 #","19.0000","0.63 #/s","0.6331","6 #","6.0000","0.20 #/s","0.1999","6 #","6.0000","0.20 #/s","0.1999","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:52:27","45471.9322572569","0.06 MB","62221.0000","0.02 Mbit/s","2074.7249","0.03 MB","28771.0000","","959.3531","0.03 MB","33450.0000","","1115.3718","216 #","216.0000","7.20 #/s","7.2024","256 #","256.0000","8.54 #/s","8.5362","20 #","20.0000","0.67 #/s","0.6669","6 #","6.0000","0.20 #/s","0.2001","5 #","5.0000","0.17 #/s","0.1667","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:52:57","45471.9326044792","0.08 MB","86691.0000","0.02 Mbit/s","2889.7000","0.05 MB","54328.0000","0.01 Mbit/s","1810.9333","0.03 MB","32363.0000","","1078.7667","449 #","449.0000","15 #/s","14.9667","254 #","254.0000","8.47 #/s","8.4667","19 #","19.0000","0.63 #/s","0.6333","6 #","6.0000","0.20 #/s","0.2000","6 #","6.0000","0.20 #/s","0.2000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:53:27","45471.9329517245","0.05 MB","57022.0000","0.02 Mbit/s","1900.7333","0.02 MB","25842.0000","","861.4000","0.03 MB","31180.0000","","1039.3333","192 #","192.0000","6.40 #/s","6.4000","237 #","237.0000","7.90 #/s","7.9000","18 #","18.0000","0.60 #/s","0.6000","6 #","6.0000","0.20 #/s","0.2000","6 #","6.0000","0.20 #/s","0.2000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:53:57","45471.9332987731","0.08 MB","87526.0000","0.02 Mbit/s","2919.4797","0.05 MB","54076.0000","0.01 Mbit/s","1803.7358","0.03 MB","33450.0000","","1115.7438","445 #","445.0000","15 #/s","14.8432","264 #","264.0000","8.81 #/s","8.8059","20 #","20.0000","0.67 #/s","0.6671","5 #","5.0000","0.17 #/s","0.1668","6 #","6.0000","0.20 #/s","0.2001","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:54:27","45471.9336459954","0.05 MB","55819.0000","0.01 Mbit/s","1860.6333","0.02 MB","26177.0000","","872.5667","0.03 MB","29642.0000","","988.0667","195 #","195.0000","6.50 #/s","6.5000","224 #","224.0000","7.47 #/s","7.4667","18 #","18.0000","0.60 #/s","0.6000","6 #","6.0000","0.20 #/s","0.2000","6 #","6.0000","0.20 #/s","0.2000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:54:57","45471.9339932176","0.11 MB","113873.0000","0.03 Mbit/s","3795.7667","0.06 MB","67733.0000","0.02 Mbit/s","2257.7667","0.04 MB","46140.0000","0.01 Mbit/s","1538.0000","553 #","553.0000","18 #/s","18.4333","363 #","363.0000","12 #/s","12.1000","27 #","27.0000","0.90 #/s","0.9000","7 #","7.0000","0.23 #/s","0.2333","7 #","7.0000","0.23 #/s","0.2333","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:55:27","45471.9343404398","0.05 MB","56004.0000","0.01 Mbit/s","1866.8000","0.02 MB","25136.0000","","837.8667","0.03 MB","30868.0000","","1028.9333","186 #","186.0000","6.20 #/s","6.2000","234 #","234.0000","7.80 #/s","7.8000","18 #","18.0000","0.60 #/s","0.6000","6 #","6.0000","0.20 #/s","0.2000","6 #","6.0000","0.20 #/s","0.2000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:55:57","45471.9346876620","0.08 MB","86818.0000","0.02 Mbit/s","2893.9333","0.05 MB","53341.0000","0.01 Mbit/s","1778.0333","0.03 MB","33477.0000","","1115.9000","439 #","439.0000","15 #/s","14.6333","263 #","263.0000","8.77 #/s","8.7667","20 #","20.0000","0.67 #/s","0.6667","6 #","6.0000","0.20 #/s","0.2000","6 #","6.0000","0.20 #/s","0.2000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:56:27","45471.9350348958","0.06 MB","60583.0000","0.02 Mbit/s","2019.4333","0.03 MB","27937.0000","","931.2333","0.03 MB","32646.0000","","1088.2000","209 #","209.0000","6.97 #/s","6.9667","249 #","249.0000","8.30 #/s","8.3000","20 #","20.0000","0.67 #/s","0.6667","6 #","6.0000","0.20 #/s","0.2000","6 #","6.0000","0.20 #/s","0.2000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:56:57","45471.9353821181","0.07 MB","77607.0000","0.02 Mbit/s","2586.9000","0.04 MB","46276.0000","0.01 Mbit/s","1542.5333","0.03 MB","31331.0000","","1044.3667","379 #","379.0000","13 #/s","12.6333","245 #","245.0000","8.17 #/s","8.1667","18 #","18.0000","0.60 #/s","0.6000","6 #","6.0000","0.20 #/s","0.2000","6 #","6.0000","0.20 #/s","0.2000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:57:27","45471.9357293519","0.07 MB","69439.0000","0.02 Mbit/s","2314.6333","0.03 MB","35958.0000","","1198.6000","0.03 MB","33481.0000","","1116.0333","279 #","279.0000","9.30 #/s","9.3000","257 #","257.0000","8.57 #/s","8.5667","20 #","20.0000","0.67 #/s","0.6667","6 #","6.0000","0.20 #/s","0.2000","5 #","5.0000","0.17 #/s","0.1667","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:57:57","45471.9360765741","0.08 MB","87184.0000","0.02 Mbit/s","2907.1024","0.05 MB","53092.0000","0.01 Mbit/s","1770.3234","0.03 MB","34092.0000","","1136.7789","439 #","439.0000","15 #/s","14.6382","268 #","268.0000","8.94 #/s","8.9363","18 #","18.0000","0.60 #/s","0.6002","6 #","6.0000","0.20 #/s","0.2001","6 #","6.0000","0.20 #/s","0.2001","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:58:27","45471.9364237963","0.05 MB","55594.0000","0.01 Mbit/s","1853.1333","0.02 MB","25834.0000","","861.1333","0.03 MB","29760.0000","","992.0000","191 #","191.0000","6.37 #/s","6.3667","225 #","225.0000","7.50 #/s","7.5000","19 #","19.0000","0.63 #/s","0.6333","6 #","6.0000","0.20 #/s","0.2000","6 #","6.0000","0.20 #/s","0.2000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:58:57","45471.9367710301","0.06 MB","67454.0000","0.02 Mbit/s","2248.4667","0.03 MB","33573.0000","","1119.1000","0.03 MB","33881.0000","","1129.3667","265 #","265.0000","8.83 #/s","8.8333","266 #","266.0000","8.87 #/s","8.8667","19 #","19.0000","0.63 #/s","0.6333","6 #","6.0000","0.20 #/s","0.2000","6 #","6.0000","0.20 #/s","0.2000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
"29-06-2024 03:59:27","45471.9371182755","0.08 MB","86859.0000","0.02 Mbit/s","2895.3000","0.05 MB","51313.0000","0.01 Mbit/s","1710.4333","0.03 MB","35546.0000","","1184.8667","412 #","412.0000","14 #/s","13.7333","273 #","273.0000","9.10 #/s","9.1000","20 #","20.0000","0.67 #/s","0.6667","6 #","6.0000","0.20 #/s","0.2000","6 #","6.0000","0.20 #/s","0.2000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","0 #","0.0000","0 #/s","0.0000","100 %","0000010000"
